Character,Dialogue,Setting,Season,Episode,Act,ImdbRating,Opening
Betty-Anne,"I'll make you a sandwich afterwards, though, I'll shove it up your ass for you, too.",HockeyRink,5,5,8,8.6,
Shoresy,"You two are the silliest twats I've ever met in my whole fuckin' life. I didn't say any of that shit, you dumb broads.",HockeyRink,5,5,8,8.6,
Shoresy,"But I did say your breath could stop a Mack Truck, Betty-Anne, I'll tell that to anyone who will listen.",HockeyRink,5,5,8,8.6,
Betty-Anne,"Fuck you, Shoresy.",HockeyRink,5,5,8,8.6,
Shoresy,"Fuck you, Betty-Anne, your breath is an existential crisis, made me question my whole fuckin' life.",HockeyRink,5,5,8,8.6,
Mary-Anne,"Fuck you, Shoresy.",HockeyRink,5,5,8,8.6,
Shoresy,"Fuck you, Mary-Anne, you got legs on you like redwoods, you could box-jump a bungalow.",HockeyRink,5,5,8,8.6,
Reilly,"Fuck you, Shoresy.",HockeyRink,5,5,8,8.6,
Action,(Shoresy blows whistle),HockeyRink,5,5,8,8.6,
Shoresy,"Fuck you, Reilly,   your mum groped me two Halloweens ago, shut the fuck up or I'll take it to Twitter.",HockeyRink,5,5,8,8.6,
Jonesy,"Fuck you, Shoresy. You're a horrible fuckin' ref.",HockeyRink,5,5,8,8.6,
Shoresy,"Fuck you, Jonesy,  take a look at me, I'm not even a ref, I'm a fuckin' linesman, but you can referee on my nuts, you piece of shit.",HockeyRink,5,5,8,8.6,
Action,(all the players and coaches in unison),HockeyRink,5,5,8,8.6,
Everyone,"Fuck you, Shoresy!",HockeyRink,5,5,8,8.6,
Shoresy,"I'd still smash you both if I was bored, but Reilly and Jonesy's mums get too jealous. Make yourselves useful, grab me a bag ofdill picklers.",HockeyRink,5,5,8,8.6,
Action,(Shoresy blows whistle),HockeyRink,5,5,8,8.6,
Shoresy,"Good luck, you fuckin' losers.",HockeyRink,5,5,8,8.6,
Mary-Anne,Let's stick it to that fuck.,HockeyRink,5,5,8,8.6,
Betty-Anne,Literally and figuratively.,HockeyRink,5,5,8,8.6,
Reilly,Who the fuck skates like that? ,HockeyRink,5,5,8,8.6,
Setting,(In the Skids' Basement),SkidsBasement,5,5,9,8.6,
Action,(Glen takes off glasses and starts blowing on them),SkidsBasement,5,5,9,8.6,
Glen,Stewart's recovery has been remarkable. He is almost unrecognizable.,SkidsBasement,5,5,9,8.6,
Glen,Are ... you … ready? ,SkidsBasement,5,5,9,8.6,
Roald,Ready!,SkidsBasement,5,5,9,8.6,
Glen,"Calm down, Roald. Stewart!",SkidsBasement,5,5,9,8.6,
Action,(Roald makes high-pitched gasping sound),SkidsBasement,5,5,9,8.6,
Setting,(Hockey rink),HockeyRink,5,5,10,8.6,
Action,(Opposing side fans do the wave),HockeyRink,5,5,10,8.6,
Daryl,"Fuck the wave, pull your finger out of your ass.",HockeyRink,5,5,10,8.6,
Wayne,I remember when you could smoke in here.,HockeyRink,5,5,10,8.6,
Dwayne,"Yeah, we're gonna smoke youse in here, bud.",HockeyRink,5,5,10,8.6,
Daryl,"Came here to do two things, launch this broom on the ice and drin , and the gal at the bar just told me I'm cut off.",HockeyRink,5,5,10,8.6,
Cheryl,"Your gals look slower than my tractor, of course, mine's got a HEMI in her.",HockeyRink,5,5,10,8.6,
Dan,Your gals are having a tougher time finding the puck than NHL on Fox circa 1996.,HockeyRink,5,5,10,8.6,
OtherDan,I've seen more hustle in chess.,HockeyRink,5,5,10,8.6,
Wayne,"Still no heaters in here, eh? I remember Letterkenny mounting the 50.",HockeyRink,5,5,10,8.6,
Action,(Dan starts chanting),HockeyRink,5,5,10,8.6,
Dan,"Let's go, Shamrockettes! ",HockeyRink,5,5,10,8.6,
Action,(Shamrockettes fans start chanting with Dan),HockeyRink,5,5,10,8.6,
Fans,"Let's go, Shamrockettes! ",HockeyRink,5,5,10,8.6,
Fans,"Let's go, Shamrockettes! ",HockeyRink,5,5,10,8.6,
Fans,"Let's go, Shamrockettes! ",HockeyRink,5,5,10,8.6,
Fans,"Let's go, Shamrockettes! ",HockeyRink,5,5,10,8.6,
Fans,"Let's go, Shamrockettes! ",HockeyRink,5,5,10,8.6,
Action,(Shoresy skates up to Betty-Anne and Mary-Anne in the box and farts at them),HockeyRink,5,5,10,8.6,
Action,(Bette-Anne and Mary-Anne both flip Shoresy off),HockeyRink,5,5,10,8.6,
Action,(Women playing hockey),HockeyRink,5,5,10,8.6,
Action,(Coaches eyeballs a garbage can),HockeyRink,5,5,10,8.6,
Action,(Scoreboard with 4 seconds left on it with score 0-0),HockeyRink,5,5,10,8.6,
Reilly,"Ok, ladies.",HockeyRink,5,5,10,8.6,
Jonesy,Women!,HockeyRink,5,5,10,8.6,
Action,(Time out called),HockeyRink,5,5,10,8.6,
Action,(Shoresy skats up to Shamrockettes box),HockeyRink,5,5,10,8.6,
Shoresy,"Hurry up and score a fuckin' goal already, I'm getting the bedtime sillies.",HockeyRink,5,5,10,8.6,
Reilly,"Fuck off, Shoresy, give us our time-out.",HockeyRink,5,5,10,8.6,
Shoresy,"Fuck you, Reilly, tell your mum to give me a time-out. The last time I tried that, she threatened to take a header on me into an empty pool at the Quality Suites.",HockeyRink,5,5,10,8.6,
Jonesy,"Fuck you, Shoresy, leave us alone.",HockeyRink,5,5,10,8.6,
Shoresy,"Fuck you, Jonesy, tell your mum to leave me alone, she's been laying in my fuckin' water bed since Labor Day.",HockeyRink,5,5,10,8.6,
Actioin,(everyone yells in unison),HockeyRink,5,5,10,8.6,
Everyone,"Fuck you, Shoresy!",HockeyRink,5,5,10,8.6,
Shoresy,"Fuck you all, your lives are so sad, I get a charity tax break just for hanging out with you. Nice sweep, no sweep, give your balls a tug.",HockeyRink,5,5,10,8.6,
Action,(Shoresy skates around dramatically),HockeyRink,5,5,10,8.6,
Mary-Anne,Enough fuckin' around.,HockeyRink,5,5,10,8.6,
Betty-Anne,Let's do this.,HockeyRink,5,5,10,8.6,
Action,(hockey players in face-off),HockeyRink,5,5,10,8.6,
Action,(Shoresy drops puck),HockeyRink,5,5,10,8.6,
Action,(Bette-Anne hits puck and hits Shoresy in the balls),HockeyRink,5,5,10,8.6,
Action,(Mary-Anne scores winning goal),HockeyRink,5,5,10,8.6,
Action,(Shamrockettes celebrate),HockeyRink,5,5,10,8.6,
Action,(Shamrockettes' fans throw brooms onto the ice),HockeyRink,5,5,10,8.6,
Action,(Mary-Anne and Betty-Anne claim championship trophy),HockeyRink,5,5,10,8.6,
Action,"(Team starts chanting ""Shamrockettes"")",HockeyRink,5,5,10,8.6,
Setting,(Reilly and Jonesy in stands of hockey rink),HockeyRink,5,5,10,8.6,
Reilly,"We did it, buddy.",HockeyRink,5,5,10,8.6,
Jonesy,"Can't believe it, buddy.",HockeyRink,5,5,10,8.6,
Reilly,We won a fuckin' 'ship.,HockeyRink,5,5,10,8.6,
Jonesy,We bought that boat.,HockeyRink,5,5,10,8.6,
Jonesy,Hmm.,HockeyRink,5,5,10,8.6,
Reilly,"Yeah, it's Mum.",HockeyRink,5,5,10,8.6,
Jonesy,"Mine, too.",HockeyRink,5,5,10,8.6,
MomOfReilly,(TEXT) Hey hun. Did you see your friend Shoresy today?,HockeyRink,5,5,10,8.6,
MomofJonesy,(TEXT) Hey sweetie … just trying to track down your friend Shoresy. Have you seen him?,HockeyRink,5,5,10,8.6,
Reilly,Mine too.,HockeyRink,5,5,10,8.6,
Jonesy,Probably wanna say congratulations.,HockeyRink,5,5,10,8.6,
Action,(Reilly and Jonesy give each other solemn looks),HockeyRink,5,5,10,8.6,
